,Date,Unix,Ticker,DE Ratio,Price,Stock_p_change,SP500,SP500_p_change,Difference,Status
21,2007-01-25 19:09:37,1169770177.0,aa,0.494,31.46,-8.172796263864557,1423.9,26.07132738348208,-34.24412364734663,underperform
22,2007-02-23 09:03:42,1172239422.0,aa,0.494,34.75,1.4302393461763048,1451.19,28.487569060773478,-27.057329714597174,underperform
23,2007-05-16 21:12:47,1179364367.0,aa,0.494,39.04,13.952130764740225,1514.14,34.06112763847571,-20.108996873735485,underperform
24,2007-06-22 06:39:12,1182508752.0,aa,0.503,40.34,17.746643315820215,1502.56,33.03584077064739,-15.289197454827175,underperform
25,2007-10-11 20:57:59,1192150679.0,aa,0.47,38.08,11.150029188558088,1554.41,37.62661141804789,-26.4765822294898,underperform
26,2008-01-23 16:05:53,1201122353.0,aa,0.499,28.04,-18.155283129013426,1338.6,18.518912027199306,-36.67419515621273,underperform
27,2008-10-28 00:52:22,1225169542.0,aa,0.672,9.04,-73.61354349095154,940.51,-16.727758889361105,-56.88578460159044,underperform
28,2008-12-05 01:03:15,1228456995.0,aa,0.672,8.06,-76.47402218330413,876.07,-22.433241252302025,-54.040780931002104,underperform
29,2008-12-06 09:33:46,1228574026.0,aa,0.672,8.15,-76.21132516053707,870.74,-22.90515653775323,-53.306168622783844,underperform
30,2008-12-18 10:54:07,1229615647.0,aa,0.672,10.35,-69.78984238178634,885.28,-21.61779288851113,-48.17204949327521,underperform
31,2009-03-09 18:17:50,1236637070.0,aa,N/A,5.49,-83.97548161120841,676.53,-40.10040373990651,-43.8750778713019,underperform
32,2003-12-07 10:36:10,1070811370.0,aapl,0.072,20.85,0.0,1069.72,0.0,0.0,underperform
33,2004-02-03 07:33:34,1075811614.0,aapl,0.07,22.32,7.05035971223021,1136.03,6.198818382380431,0.8515413298497796,outperform
34,2004-06-03 01:20:38,1086240038.0,aapl,0,28.92,38.705035971223026,1116.64,4.386194518191683,34.31884145303134,outperform
35,2004-08-10 02:02:44,1092117764.0,aapl,0,30.3,45.32374100719424,1079.04,0.8712560296152204,44.452484977579026,outperform
36,2004-10-12 05:40:57,1097574057.0,aapl,0,38.59,85.08393285371703,1121.84,4.87230303256926,80.21162982114777,outperform
37,2004-12-04 14:16:51,1102187811.0,aapl,0,62.68,200.62350119904076,1191.37,11.372134764237357,189.2513664348034,outperform
38,2005-01-26 15:16:47,1106770607.0,aapl,0,71.94,245.03597122302153,1174.07,9.75488912986575,235.2810820931558,outperform
39,2005-02-04 03:07:08,1107504428.0,aapl,0,77.81,273.18944844124695,1203.03,12.462139625322509,260.72730881592446,outperform
40,2005-03-01 10:36:03,1109691363.0,aapl,0,44.86,115.15587529976017,1210.41,13.152039786112258,102.00383551364791,outperform
41,2005-12-17 11:55:53,1134838553.0,aapl,0,71.11,241.05515587529976,1272.74,18.97879819018061,222.07635768511915,outperform
42,2006-01-25 09:43:52,1138200232.0,aapl,0,76.04,264.70023980815347,1264.68,18.22532999289534,246.47490981525812,outperform
43,2006-02-03 13:49:59,1138992599.0,aapl,0,72.1,245.80335731414863,1264.03,18.164566428598132,227.6387908855505,outperform
44,2006-02-07 09:17:30,1139321850.0,aapl,0,67.3,222.78177458033568,1254.78,17.29985416744568,205.48192041289,outperform
45,2006-02-17 15:01:01,1140206461.0,aapl,0,70.21,236.73860911270975,1287.24,20.334293086041207,216.40431602666854,outperform
46,2007-02-17 21:52:03,1171767123.0,aapl,N/A,84.83,306.8585131894484,1455.3,36.0449463410986,270.8135668483498,outperform
47,2007-02-19 17:27:55,1171924075.0,aapl,N/A,84.83,306.8585131894484,1455.54,36.06738211868525,270.79113107076313,outperform
48,2008-01-23 06:28:45,1201087725.0,aapl,N/A,155.64,646.4748201438848,1338.6,25.13554948958605,621.3392706542987,outperform
49,2008-10-27 05:55:02,1225101302.0,aapl,N/A,96.38,362.2541966426858,848.92,-20.64091537972554,382.89511202241135,outperform
50,2008-10-29 21:14:51,1225329291.0,aapl,N/A,104.55,401.4388489208632,930.09,-13.052948435104513,414.4917973559677,outperform
51,2008-10-31 22:34:03,1225506843.0,aapl,N/A,107.59,416.01918465227817,968.75,-9.438918595520326,425.4581032477985,outperform
52,2008-12-03 23:41:54,1228365714.0,aapl,N/A,95.9,359.9520383693046,870.74,-18.601129267471865,378.5531676367765,outperform
53,2008-12-07 14:27:24,1228678044.0,aapl,N/A,94.0,350.8393285371703,845.22,-20.986800284186515,371.8261288213568,outperform
54,2008-12-16 01:57:34,1229410654.0,aapl,N/A,94.75,354.43645083932853,913.18,-14.633735930897812,369.0701867702263,outperform
55,2008-12-17 02:12:01,1229497921.0,aapl,N/A,95.43,357.6978417266187,904.42,-15.452641812810835,373.15048353942956,outperform
56,2009-01-01 01:31:55,1230791515.0,aapl,N/A,85.35,309.3525179856115,869.42,-18.724526044198488,328.07704402981,outperform
57,2009-01-12 07:25:12,1231763112.0,aapl,N/A,90.58,334.4364508393285,870.26,-18.64600082264518,353.08245166197366,outperform
58,2011-09-02 04:10:00,1314951000.0,aapl,N/A,81.03,288.63309352517985,1173.97,9.745540889204651,278.88755263597517,outperform
59,2011-10-14 06:15:31,1318587331.0,aapl,N/A,8.43,-59.56834532374101,1224.58,14.476685487791189,-74.0450308115322,underperform
60,2012-10-11 20:20:07,1350001207.0,aapl,N/A,28.1,34.77218225419664,1432.84,33.94533148861383,0.8268507655828117,outperform
61,2013-04-23 03:01:29,1366700489.0,aapl,N/A,98.67,373.2374100719424,1578.78,47.58815390943424,325.64925616250815,outperform
62,2003-10-26 16:06:32,1067198792.0,abc,0.592,57.01,0.0,1033.77,0.0,0.0,underperform
63,2004-01-28 07:37:34,1075293454.0,abc,0.429,56.36,-1.14015085072794,1128.48,9.16161235090978,-10.30176320163772,underperform
64,2004-05-16 19:24:15,1084749855.0,abc,0.412,58.97,3.4379933345027203,1096.44,6.062276908790164,-2.6242835742874435,underperform
65,2004-10-20 01:31:26,1098250286.0,abc,0.331,52.1,-8.612524118575683,1103.66,6.760691449742215,-15.373215568317898,underperform
66,2005-01-08 07:45:42,1105188342.0,abc,0.332,57.9,1.5611296263813377,1183.74,14.507095388722831,-12.945965762341494,underperform
67,2005-03-30 19:52:42,1112226762.0,abc,0.291,55.44,-2.753902824065954,1181.41,14.281706762626126,-17.03560958669208,underperform
68,2005-05-26 01:50:44,1117086644.0,abc,0.23,65.93,15.646377828451167,1197.62,15.84975381371097,-0.20337598525980383,underperform
69,2005-12-04 08:46:13,1133703973.0,abc,0.223,79.46,39.379056305911234,1264.67,22.3357226462366,17.043333659674634,outperform
70,2007-02-20 06:12:02,1171969922.0,abc,0.308,54.9,-3.701105069286089,1459.68,41.19968658405642,-44.90079165334251,underperform
71,2007-04-05 16:11:07,1175803867.0,abc,0.308,53.94,-5.385020171899668,1443.76,39.65969219458874,-45.04471236648841,underperform
72,2008-01-23 20:34:05,1201138445.0,abc,0.396,45.55,-20.101736537449572,1338.6,29.48721669230099,-49.58895322975056,underperform
73,2009-02-09 08:47:34,1234187254.0,abc,N/A,38.76,-32.01192773197685,869.89,-15.85265581318862,-16.159271918788228,underperform
74,2010-08-21 11:26:32,1282404392.0,abc,N/A,28.92,-49.272057533766,1094.16,5.841724948489519,-55.11378248225552,underperform
75,2004-09-20 13:31:02,1095701462.0,abt,0.543,42.92,0.0,1122.2,0.0,0.0,underperform
76,2004-10-23 22:48:08,1098586088.0,abt,0.543,40.86,-4.7996272134203215,1103.66,-1.652111923008373,-3.1475152904119486,underperform
77,2005-01-25 12:44:11,1106675051.0,abt,0.508,45.93,7.013047530288905,1168.41,4.117804312956695,2.89524321733221,outperform
78,2005-02-28 19:21:54,1109636514.0,abt,0.508,45.61,6.267474370922642,1203.6,7.253608982356073,-0.9861346114334308,underperform
79,2006-06-17 18:01:01,1150581661.0,abt,0.436,42.78,-0.3261882572227413,1230.04,9.609695241489922,-9.935883498712663,underperform
80,2006-07-18 12:32:14,1153240334.0,abt,0.436,44.48,3.63466915191052,1236.86,10.21743004811975,-6.58276089620923,underperform
81,2007-01-13 21:19:42,1168741182.0,abt,0.604,50.45,17.544268406337373,1414.85,26.07823917305292,-8.533970766715548,underperform
82,2007-03-23 02:47:40,1174632460.0,abt,0.883,54.5,26.980428704566627,1436.11,27.97273213330956,-0.9923034287429324,underperform
83,2007-04-10 20:13:09,1176250389.0,abt,0.883,57.11,33.06150978564771,1448.39,29.067011227945112,3.9944985577025953,outperform
84,2007-06-03 02:36:35,1180852595.0,abt,0.871,56.3,31.174277726001854,1530.62,36.39458207093208,-5.220304344930227,underperform
85,2008-01-23 23:41:45,1201149705.0,abt,0.784,57.97,35.06523765144454,1338.6,19.28355016931027,15.78168748213427,outperform
86,2008-04-28 03:46:55,1209368815.0,abt,0.687,51.28,19.478098788443614,1396.37,24.431473890572075,-4.9533751021284615,underperform
87,2008-10-23 21:57:42,1224813462.0,abt,0.732,55.02,28.191985088536814,908.11,-19.077704509000178,47.269689597536996,outperform
88,2008-12-25 05:30:56,1230201056.0,abt,0.546,52.65,22.67008387698042,871.63,-22.32846194974158,44.998545826722,outperform
89,2011-08-05 04:11:33,1312531893.0,abt,76.17,48.77,13.630009319664497,1199.38,6.87756193191945,6.752447387745047,outperform
90,2011-09-02 09:24:27,1314969867.0,abt,68.83,51.94,21.015843429636526,1173.97,4.613259668508285,16.40258376112824,outperform
91,2004-08-16 22:53:27,1092711207.0,ace,0.26,39.1,0.0,1079.34,0.0,0.0,underperform
92,2004-10-10 11:27:42,1097422062.0,ace,0.26,41.04,4.961636828644496,1130.65,4.753831044897824,0.20780578374667158,outperform
93,2005-01-13 13:27:29,1105640849.0,ace,0.21,42.76,9.360613810741679,1177.45,9.089814145681633,0.2707996650600464,outperform
94,2007-02-20 18:32:05,1172014325.0,ace,0.171,58.6,49.87212276214834,1459.68,35.23820112290846,14.63392163923988,outperform
95,2007-04-05 15:54:06,1175802846.0,ace,0.171,57.24,46.39386189258312,1443.76,33.76322567494952,12.630636217633601,outperform
96,2008-01-23 21:48:58,1201142938.0,ace,0.154,59.98,53.40153452685421,1338.6,24.02023458780366,29.381299939050553,outperform
97,2003-12-15 23:12:24,1071547944.0,aci,1.074,30.78,0.0,1068.04,0.0,0.0,underperform
98,2005-01-24 04:33:07,1106559187.0,aci,1.18,34.52,12.150747238466543,1163.75,8.96127485861953,3.189472379847013,outperform
99,2005-02-05 03:36:51,1107592611.0,aci,1.18,38.4,24.75633528265106,1193.19,11.71772592786788,13.038609354783182,outperform
100,2005-03-30 06:50:28,1112179828.0,aci,0.936,41.15,33.69070825211175,1181.41,10.614770982360222,23.075937269751527,outperform
101,2006-05-24 04:17:01,1148458621.0,aci,0.854,46.39,50.71474983755685,1258.57,17.839219504887456,32.8755303326694,outperform
102,2007-03-11 21:41:07,1173663667.0,aci,0.86,30.08,-2.274204028590003,1401.89,31.258192577057052,-33.53239660564706,underperform
103,2007-04-07 18:52:27,1175986347.0,aci,0.86,33.93,10.233918128654967,1439.37,34.76742444103216,-24.533506312377195,underperform
104,2008-03-02 17:50:27,1204498227.0,aci,0.851,51.09,65.98440545808968,1367.68,28.055129021384978,37.929276436704704,outperform
105,2008-06-05 02:23:56,1212647036.0,aci,0.899,67.52,119.3632228719948,1404.05,31.4604321935508,87.90279067844399,outperform
106,2008-10-08 20:51:28,1223513488.0,aci,0.772,25.11,-18.421052631578952,984.94,-7.78060746788509,-10.640445163693862,underperform
107,2008-12-05 05:35:57,1228473357.0,aci,0.767,11.93,-61.241065627030544,876.07,-17.974045915883295,-43.26701971114725,underperform
108,2003-11-08 10:24:47,1068305087.0,acn,0.076,25.05,0.0,1051.81,0.0,0.0,underperform
109,2004-12-10 06:26:24,1102677984.0,acn,0.023,26.2,4.590818363273447,1188.0,12.948156035785937,-8.35733767251249,underperform
110,2005-02-10 03:10:56,1108023056.0,acn,0.023,25.51,1.8363273453093847,1197.01,13.804774626596064,-11.968447281286679,underperform
111,2005-04-04 05:07:40,1112605660.0,acn,0.023,24.44,-2.43512974051896,1176.12,11.818674475428068,-14.253804215947028,underperform
112,2005-09-04 02:06:58,1125814018.0,acn,0.04,25.31,1.037924151696599,1221.59,16.141698595753983,-15.103774444057384,underperform
113,2006-06-03 23:44:14,1149392654.0,acn,0.045,27.89,11.337325349301395,1270.09,20.752797558494404,-9.415472209193009,underperform
114,2006-08-22 00:50:41,1156222241.0,acn,0.034,28.57,14.051896207584827,1298.82,23.484279480134244,-9.432383272549417,underperform
115,2006-08-22 06:44:05,1156243445.0,acn,0.034,28.57,14.051896207584827,1298.82,23.484279480134244,-9.432383272549417,underperform
116,2006-08-27 03:22:58,1156663378.0,acn,0.034,28.36,13.21357285429141,1296.06,23.22187467318242,-10.00830181889101,underperform
117,2006-11-02 16:40:55,1162500055.0,acn,0.027,32.96,31.57684630738523,1367.34,29.99876403532957,1.57808227205566,outperform
118,2006-11-11 01:01:42,1163224902.0,acn,0.027,33.87,35.20958083832334,1385.72,31.74622793090008,3.4633529074232605,outperform
119,2006-12-03 00:17:12,1165123032.0,acn,0.027,33.81,34.970059880239525,1400.63,33.163784333672446,1.806275546567079,outperform
120,2007-03-14 19:10:39,1173913839.0,acn,0.018,35.39,41.27744510978044,1387.17,31.884085528755207,9.39335958102523,outperform
121,2007-05-05 07:47:14,1178365634.0,acn,0.015,39.1,56.087824351297414,1495.92,42.223405367889654,13.86441898340776,outperform
122,2007-06-05 04:17:34,1181031454.0,acn,0.015,41.24,64.63073852295409,1530.95,45.55385478365866,19.076883739295432,outperform
123,2007-07-06 07:06:36,1183719996.0,acn,0.015,42.81,70.89820359281438,1530.44,45.50536693889582,25.392836653918565,outperform
124,2008-04-07 01:42:51,1207546971.0,acn,0.004,36.77,46.78642714570859,1372.54,30.493149903499685,16.29327724220891,outperform
125,2008-10-18 23:21:07,1224386467.0,acn,0.003,31.4,25.349301397205583,907.84,-13.687833353932739,39.037134751138325,outperform
126,2008-12-02 16:28:13,1228253293.0,acn,0.003,29.98,19.68063872255489,848.81,-19.300063699717633,38.98070242227252,outperform
127,2008-12-21 20:10:46,1229908246.0,acn,0.001,32.21,28.582834331337324,885.28,-15.83270742814767,44.415541759484995,outperform
128,2011-11-08 00:40:19,1320730819.0,acn,0.10,58.0,131.5369261477046,1275.92,21.30708017607744,110.22984597162716,outperform
129,2004-01-25 05:32:05,1075026725.0,adbe,0,38.04,0.0,1143.94,0.0,0.0,underperform
130,2004-08-21 23:10:00,1093144200.0,adbe,0,46.09,21.16193480546794,1095.17,-4.2633354896235796,25.42527029509152,outperform
131,2004-11-12 17:19:37,1100297977.0,adbe,0,58.1,52.733964248159836,1184.17,3.516792838785252,49.217171409374586,outperform
132,2005-02-07 16:20:07,1107811207.0,adbe,0,63.67,67.3764458464774,1201.72,5.050964211409687,62.32548163506771,outperform
133,2005-04-05 04:12:22,1112688742.0,adbe,0,66.58,75.02628811777076,1181.39,3.2737730999877654,71.752515017783,outperform
134,2005-08-31 10:51:30,1125499890.0,adbe,0,27.12,-28.706624605678225,1220.33,6.677797786597188,-35.38442239227541,underperform
135,2006-02-21 13:18:21,1140545901.0,adbe,0,37.8,-0.630914826498428,1283.03,12.1588544853751,-12.789769311873528,underperform
136,2006-04-07 10:36:37,1144420597.0,adbe,0,36.1,-5.099894847528911,1295.5,13.24894662307463,-18.348841470603542,underperform
137,2006-06-23 19:31:40,1151105500.0,adbe,N/A,30.5,-19.82124079915878,1244.5,8.790670839379683,-28.611911638538462,underperform
138,2006-11-28 09:44:25,1164725065.0,adbe,N/A,40.22,5.730809674027339,1386.72,21.22314107383254,-15.492331399805202,underperform
139,2007-01-27 16:50:33,1169934633.0,adbe,N/A,39.26,3.207150368033646,1440.13,25.89209224260014,-22.684941874566494,underperform
140,2007-03-09 02:36:54,1173425814.0,adbe,N/A,39.08,2.73396424815983,1402.84,22.632305890169054,-19.898341642009225,underperform
141,2007-03-15 06:30:18,1173954618.0,adbe,N/A,39.3,3.3123028391167137,1392.28,21.709180551427515,-18.3968777123108,underperform
142,2007-03-28 17:43:54,1175118234.0,adbe,N/A,42.14,10.778128286014725,1417.23,23.89023899854887,-13.112110712534145,underperform
143,2007-04-29 08:01:44,1177848104.0,adbe,N/A,42.89,12.749737118822296,1494.25,30.623109603650533,-17.873372484828238,underperform
144,2007-04-30 09:07:29,1177938449.0,adbe,N/A,42.89,12.749737118822296,1482.37,29.58459359756629,-16.834856478743994,underperform
145,2007-05-01 10:38:04,1178030284.0,adbe,N/A,41.56,9.25341745531021,1486.3,29.928143084427493,-20.674725629117283,underperform
146,2007-05-30 21:47:54,1180576074.0,adbe,N/A,43.22,13.617245005257622,1530.23,33.768379460461205,-20.151134455203582,underperform
147,2007-05-31 04:45:00,1180601100.0,adbe,N/A,43.22,13.617245005257622,1530.62,33.80247215763063,-20.18522715237301,underperform
148,2007-06-30 20:56:00,1183251360.0,adbe,N/A,40.15,5.546792849631965,1506.34,31.67998321590292,-26.133190366270952,underperform
149,2007-10-18 06:04:41,1192701881.0,adbe,N/A,45.97,20.846477392218716,1540.08,34.62943860691993,-13.782961214701217,underperform
150,2008-01-23 23:45:57,1201149957.0,adbe,N/A,34.33,-9.752891692954787,1338.6,17.016626746158,-26.769518439112787,underperform
151,2008-12-04 14:30:57,1228419057.0,adbe,0.08,22.54,-40.7465825446898,845.22,-26.113257688340298,-14.633324856349503,underperform
152,2008-12-05 00:15:55,1228454155.0,adbe,0.08,20.44,-46.267087276550996,876.07,-23.416437925066,-22.850649351484996,underperform
153,2008-12-17 11:42:55,1229532175.0,adbe,0.08,22.32,-41.32492113564668,904.42,-20.93816109236499,-20.386760043281694,underperform
154,2008-12-20 21:49:14,1229827754.0,adbe,0.079,22.13,-41.824395373291274,904.42,-20.93816109236499,-20.886234280926285,underperform
155,2004-01-20 06:29:18,1074598158.0,adi,0,50.5,0.0,1138.77,0.0,0.0,underperform
156,2004-05-12 18:46:27,1084401987.0,adi,0,45.04,-10.811881188118813,1097.28,-3.643404726151902,-7.168476461966911,underperform
157,2004-06-22 09:09:13,1087909753.0,adi,0,45.03,-10.831683168316829,1134.41,-0.38286923610561396,-10.448813932211214,underperform
158,2004-08-10 02:07:28,1092118048.0,adi,0,35.92,-28.87128712871287,1079.04,-5.245132906557076,-23.62615422215579,underperform
159,2004-11-11 09:56:15,1100184975.0,adi,0,38.5,-23.762376237623762,1173.48,3.0480255011986648,-26.810401738822428,underperform
160,2005-01-24 03:34:28,1106555668.0,adi,0,34.47,-31.742574257425744,1163.75,2.1935948435592807,-33.936169100985026,underperform
161,2005-03-17 01:05:45,1111035945.0,adi,0,35.92,-28.87128712871287,1190.21,4.517154473686526,-33.388441602399396,underperform
162,2005-04-08 23:33:20,1113017600.0,adi,0,35.67,-29.366336633663366,1181.2,3.725949928431559,-33.09228656209493,underperform
163,2005-09-07 23:00:53,1126148453.0,adi,0,36.88,-26.970297029702966,1236.36,8.569772649437544,-35.54006967914051,underperform
164,2005-10-31 08:19:48,1130761188.0,adi,0,34.61,-31.465346534653467,1207.01,5.992430429322867,-37.457776963976336,underperform
165,2006-12-06 22:26:10,1165461970.0,adi,N/A,33.57,-33.524752475247524,1412.9,24.072464149916147,-57.59721662516367,underperform
166,2007-02-20 18:32:29,1172014349.0,adi,N/A,32.97,-34.71287128712871,1459.68,28.180405174003536,-62.893276461132245,underperform
167,2007-04-05 11:21:28,1175786488.0,adi,N/A,35.37,-29.960396039603964,1443.76,26.782405577948136,-56.742801617552104,underperform
168,2008-01-23 20:59:26,1201139966.0,adi,N/A,27.74,-45.069306930693074,1338.6,17.547880608024442,-62.617187538717516,underperform
169,2008-04-17 12:21:31,1208449291.0,adi,N/A,31.44,-37.742574257425744,1365.56,19.915347260640864,-57.65792151806661,underperform
170,2008-10-14 20:39:34,1224031174.0,adi,N/A,22.77,-54.910891089108915,998.01,-12.360704971153085,-42.55018611795583,underperform
171,2008-12-12 10:52:17,1229097137.0,adi,N/A,18.46,-63.445544554455445,879.73,-22.747350211192778,-40.69819434326267,underperform
172,2008-12-18 00:52:29,1229579549.0,adi,N/A,19.68,-61.02970297029703,885.28,-22.259982261562918,-38.76972070873411,underperform
173,2011-08-05 04:12:35,1312531955.0,adi,25.32,31.63,-37.366336633663366,1199.38,5.322409266138037,-42.688745899801404,underperform
174,2003-11-12 17:41:28,1068676888.0,adm,0.733,14.48,0.0,1058.53,0.0,0.0,underperform
175,2004-01-31 04:11:22,1075540282.0,adm,0.703,15.66,8.149171270718229,1128.48,6.608220834553584,1.5409504361646453,outperform
176,2004-04-14 16:44:25,1081975465.0,adm,0.789,16.81,16.091160220994464,1128.17,6.578934938074508,9.512225282919957,outperform
177,2004-06-19 13:33:48,1087666428.0,adm,0.848,16.28,12.43093922651934,1133.56,7.088131654275267,5.342807572244074,outperform
178,2004-11-30 07:08:52,1101816532.0,adm,0.613,21.23,46.61602209944751,1173.82,10.891519371203458,35.724502728244055,outperform
179,2005-01-26 00:58:06,1106719086.0,adm,0.613,22.65,56.42265193370164,1174.07,10.915137029654328,45.50751490404731,outperform
180,2005-02-08 21:21:16,1107915676.0,adm,0.613,23.71,63.74309392265194,1202.3,13.582043021926632,50.16105090072531,outperform
181,2005-02-14 20:39:46,1108431586.0,adm,0.528,24.5,69.1988950276243,1206.14,13.944810255732017,55.25408477189229,outperform
182,2006-04-06 18:53:48,1144364028.0,adm,0.52,37.05,155.87016574585633,1309.04,23.665838474110323,132.204327271746,outperform
183,2006-04-07 06:53:49,1144407229.0,adm,0.52,36.92,154.97237569060772,1295.5,22.386706092411178,132.58566959819655,outperform
184,2006-04-12 00:58:21,1144817901.0,adm,0.52,36.55,152.4171270718232,1288.12,21.68951281494147,130.7276142568817,outperform
185,2006-04-22 19:30:52,1145748652.0,adm,0.52,37.86,161.46408839779005,1309.93,23.74991733819543,137.7141710595946,outperform
186,2006-04-23 14:17:44,1145816264.0,adm,0.52,37.86,161.46408839779005,1311.46,23.894457407914757,137.5696309898753,outperform
187,2006-04-24 19:49:42,1145922582.0,adm,0.52,38.45,165.5386740331492,1308.11,23.577980784673077,141.9606932484761,outperform
188,2006-04-28 06:30:41,1146220241.0,adm,0.52,36.19,149.9309392265193,1310.61,23.814157369181785,126.11678185733753,outperform
189,2006-05-16 14:27:00,1147804020.0,adm,0.514,43.1,197.65193370165747,1292.08,22.063616524803262,175.58831717685422,outperform
190,2007-02-20 08:05:08,1171976708.0,adm,0.541,35.88,147.79005524861878,1459.68,37.89689475026689,109.8931604983519,outperform
191,2007-03-07 08:11:55,1173273115.0,adm,0.541,32.96,127.62430939226519,1391.97,31.50028813543311,96.12402125683208,outperform
192,2007-04-09 12:40:37,1176136837.0,adm,0.541,37.02,155.66298342541438,1444.61,36.4732222988484,119.18976112656598,outperform
193,2007-06-18 03:24:32,1182151472.0,adm,0.597,34.57,138.74309392265195,1531.05,44.6392638848214,94.10383003783055,outperform
194,2007-06-19 05:10:54,1182244254.0,adm,0.597,34.75,139.98618784530385,1533.7,44.88961106440064,95.0965767809032,outperform
195,2007-10-12 05:57:34,1192183054.0,adm,0.47,34.9,141.0220994475138,1561.8,47.54423587427848,93.47786357323531,outperform
196,2008-01-23 23:14:44,1201148084.0,adm,0.62,40.85,182.11325966850828,1338.6,26.458390409341252,155.65486925916701,outperform
197,2009-01-09 16:47:55,1231537675.0,adm,0.628,27.94,92.95580110497238,890.35,-15.888071193069631,108.84387229804202,outperform
198,2011-08-05 04:13:27,1312532007.0,adm,85.48,28.05,93.71546961325967,1199.38,13.306188771220478,80.4092808420392,outperform
199,2011-12-31 04:39:51,1325324391.0,adm,51.59,28.6,97.51381215469614,1249.64,18.054282826183492,79.45952932851264,outperform
200,2004-05-12 18:03:39,1084399419.0,adp,0.015,45.7,0.0,1097.28,0.0,0.0,underperform
201,2006-05-29 06:22:46,1148898166.0,adp,0.012,45.98,0.6126914660831378,1280.16,16.66666666666668,-16.05397520058354,underperform
202,2006-06-27 09:26:37,1151414797.0,adp,0.012,44.48,-2.6695842450765994,1239.2,12.933799941673966,-15.603384186750565,underperform
203,2007-02-20 18:32:39,1172014359.0,adp,0.012,50.7,10.940919037199125,1459.68,33.02712160979878,-22.08620257259966,underperform
204,2007-04-28 09:46:50,1177768010.0,adp,0.012,45.17,-1.1597374179431095,1495.42,36.28426655001459,-37.444003967957705,underperform
205,2007-05-28 15:46:58,1180381618.0,adp,0.007,49.23,7.724288840262568,1515.73,38.13520705745116,-30.410918217188595,underperform
206,2007-06-30 05:05:33,1183194333.0,adp,0.007,48.47,6.061269146608305,1506.34,37.279454651501894,-31.21818550489359,underperform
207,2007-10-22 09:12:40,1193058760.0,adp,0.008,47.52,3.982494529540482,1506.33,37.27854330708661,-33.296048777546126,underperform
208,2008-01-23 19:35:35,1201134935.0,adp,0.078,38.56,-15.62363238512035,1338.6,21.992563429571298,-37.61619581469165,underperform
